global_index,verb,row_in_verb,Number of hit,Text ID,Concordance line,Tagged concordance line,URL,Match-begin corpus position,Match-end corpus position,pos_tag,layer
1054,give_away,62,4,CRA,"the thought of securitising its mortgage assets &mdash; &lsquo; why give away margin ? &rsquo; asks Jon Foulds , its chairman since 1990","the_AT0 thought_NN1 of_PRF securitising_VVG its_DPS mortgage_NN1 assets_NN2 &mdash;_PUN &lsquo;_PUQ why_AVQ give_VVI away_AV0 margin_NN1 ?_PUN &rsquo;_PUQ asks_VVZ Jon_NP0 Foulds_NP0 ,_PUN its_DPS chairman_NN1 since_PRP 1990_CRD",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sn&batch=3,40672395,40672397,give_away_NN1,1
1059,give_away,67,4,CGM,gift box we have over 500 fabulous free gifts to give away this month ! 5 free Spring is in the air and,gift_NN1 box_NN1 we_PNP have_VHB over_AV0 500_CRD fabulous_AJ0 free_AJ0 gifts_NN2 to_TO0 give_VVI away_AV0 this_DT0 month_NN1 !_PUN 5_CRD free_AJ0 Spring_NN1-VVB is_VBZ in_PRP the_AT0 air_NN1 and_CJC,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sq&batch=3,33547014,33547016,give_away_DT0,1
1072,give_away,80,9,CDJ,". We have 200 bottles , priced at £1.19/200ml to give away free . Write to . 15 free We all know about","._PUN We_PNP have_VHB 200_CRD bottles_NN2 ,_PUN priced_VVN at_PRP £1.19/200ml_NN0 to_TO0 give_VVI away_AV0 free_AJ0 ._PUN Write_VVB to_TO0 ._PUN 15_CRD free_AJ0 We_PNP all_DT0 know_VVB about_PRP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha8g&batch=8,30194555,30194557,give_away_AJ0,1
5,agree_on,5,6,K6Y,"or when you go back or , or even perhaps agree on the amount . I think if you 've got somebody who 's","or_CJC when_CJS you_PNP go_VVB back_AVP or_CJC ,_PUN or_CJC even_AV0 perhaps_AV0 agree_VVB on_PRP-AVP the_AT0 amount_NN1 ._PUN I_PNP think_VVB if_CJS you_PNP 've_VHB got_VVN somebody_PNI who_PNQ 's_VHZ",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=5,103829169,103829172,agree_on_AT0,2
18,agree_on,18,19,ED4,respond &mdash; and listen &mdash; so you can negotiate and agree on a solution . Limit the time spent rowing . If you have,respond_VVI &mdash;_PUN and_CJC listen_VVB &mdash;_PUN so_CJS you_PNP can_VM0 negotiate_VVI and_CJC agree_VVI on_PRP-AVP a_AT0 solution_NN1 ._PUN Limit_VVB the_AT0 time_NN1 spent_VVN rowing_NN1 ._PUN If_CJS you_PNP have_VHB,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=18,45780908,45780911,agree_on_AT0,2
21,agree_on,21,22,J1A,Vol des Zephirs &rsquo; ( Act 5 scene 7 ) agree on a scoring of unison flutes and violins plus continuo ; the piece,Vol_UNC des_UNC Zephirs_UNC &rsquo;_PUQ (_PUL Act_NN1-VVB 5_CRD scene_NN1 7_CRD )_PUR agree_VVB on_PRP-AVP a_AT0 scoring_NN1 of_PRF unison_NN1 flutes_NN2 and_CJC violins_NN2 plus_PRP continuo_NN1 ;_PUN the_AT0 piece_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=21,92543607,92543610,agree_on_AT0,2
44,agree_on,44,45,CDC,3 ) hold a free election ; ( 4 ) agree on the constitution ; and ( 5 ) settle future relationship with Great,3_CRD )_PUR hold_VVB a_AT0 free_AJ0 election_NN1 ;_PUN (_PUL 4_CRD )_PUR agree_VVB on_PRP-AVP the_AT0 constitution_NN1 ;_PUN and_CJC (_PUL 5_CRD )_PUR settle_VVB future_AJ0 relationship_NN1 with_PRP Great_NP0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=44,29997906,29997909,agree_on_AT0,2
54,agree_on,54,55,B7L,match . Measurements are &lsquo; objective &rsquo; inasmuch as scientists agree on the thumb to be used as the ruler . Primatologist Emil Megel,match_VVI ._PUN Measurements_NN2 are_VBB &lsquo;_PUQ objective_AJ0 &rsquo;_PUQ inasmuch_UNC as_CJS scientists_NN2 agree_VVB on_PRP-AVP the_AT0 thumb_NN1 to_TO0 be_VBI used_VVN as_PRP the_AT0 ruler_NN1 ._PUN Primatologist_NN1 Emil_NP0 Megel_NP0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=54,20122424,20122427,agree_on_AT0,2
105,agree_with,5,6,FCH,"the appeal . Lord Browne-Wilkinson . My Lords , I agree with the speech of my noble and learned friend , Lord Templeman","the_AT0 appeal_NN1 ._PUN Lord_NP0 Browne-Wilkinson_NP0 ._PUN My_DPS Lords_NN2 ,_PUN I_PNP agree_VVB with_PRP the_AT0 speech_NN1 of_PRF my_DPS noble_AJ0-NN1 and_CJC learned_AJ0-VVD friend_NN1 ,_PUN Lord_NP0 Templeman_NP0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=5,54025860,54025862,agree_with_AT0,2
135,agree_with,35,36,EW8,"Truth Society ) provide literature . Whether or not we agree with the principles or validity of church laws and rules , many","Truth_NN1 Society_NN1 )_PUR provide_VVB literature_NN1 ._PUN Whether_CJS or_CJC not_XX0 we_PNP agree_VVB with_PRP the_AT0 principles_NN2 or_CJC validity_NN1 of_PRF church_NN1 laws_NN2 and_CJC rules_NN2 ,_PUN many_DT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=35,49834499,49834501,agree_with_AT0,2
138,agree_with,38,39,HAU,"to match overall service provision to evolving needs ; to agree with the other Divisions the core service specification , procurement and management","to_TO0 match_VVI overall_AJ0 service_NN1 provision_NN1 to_PRP evolving_VVG-AJ0 needs_NN2 ;_PUN to_TO0 agree_VVI with_PRP the_AT0 other_AJ0 Divisions_NN2 the_AT0 core_NN1 service_NN1 specification_NN1 ,_PUN procurement_NN1 and_CJC management_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=38,74753925,74753927,agree_with_AT0,2
160,agree_with,60,61,CCU,the suggested committee structure set out in the Proposal and agree with the Parties the composition of the Project and Technical Committees .,the_AT0 suggested_AJ0 committee_NN1 structure_NN1 set_VVD-VVN out_AVP in_PRP the_AT0 Proposal_NN1 and_CJC agree_VVB with_PRP the_AT0 Parties_NN2 the_AT0 composition_NN1 of_PRF the_AT0 Project_NN1 and_CJC Technical_AJ0 Committees_NN2 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=60,29397001,29397003,agree_with_AT0,2
170,agree_with,70,71,CJ1,". While ethologists , like Zillmann , do not necessarily agree with the views of the innate aggressionists , their voices are not","._PUN While_CJS ethologists_NN2 ,_PUN like_PRP Zillmann_NP0 ,_PUN do_VDB not_XX0 necessarily_AV0 agree_VVI with_PRP the_AT0 views_NN2 of_PRF the_AT0 innate_AJ0 aggressionists_NN2 ,_PUN their_DPS voices_NN2 are_VBB not_XX0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=70,35463545,35463547,agree_with_AT0,2
217,agree_that,17,18,CEJ,Evangelists Believe about the Death of Jesus All the Evangelists agree that the death of Jesus was necessary . All three understand the,Evangelists_NN2 Believe_VVB about_PRP-AVP the_AT0 Death_NN1 of_PRF Jesus_NP0 All_DT0 the_AT0 Evangelists_NN2 agree_VVB that_CJT the_AT0 death_NN1 of_PRF Jesus_NP0 was_VBD necessary_AJ0 ._PUN All_DT0 three_CRD understand_VVB the_AT0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=17,31318453,31318455,agree_that_AT0,2
242,agree_that,42,43,K1L,"needs the cut to keep going , and union leaders agree that the alternative would be job losses . Sheila Brocklebank reports .","needs_VVZ the_AT0 cut_NN1 to_TO0 keep_VVI going_VVG ,_PUN and_CJC union_NN1 leaders_NN2 agree_VVB that_CJT the_AT0 alternative_NN1 would_VM0 be_VBI job_NN1 losses_NN2 ._PUN Sheila_NP0 Brocklebank_NP0-NN1 reports_VVZ-NN2 ._PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=42,98856648,98856650,agree_that_AT0,2
265,agree_that,65,66,HR0,to drastic losses in income and capital . Historians generally agree that the outcome was favourable to the government . It had managed,to_PRP drastic_AJ0 losses_NN2 in_PRP income_NN1 and_CJC capital_NN1 ._PUN Historians_NN2 generally_AV0 agree_VVB that_CJT the_AT0 outcome_NN1 was_VBD favourable_AJ0 to_PRP the_AT0 government_NN1 ._PUN It_PNP had_VHD managed_VVN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=65,85198617,85198619,agree_that_AT0,2
267,agree_that,67,68,J77,", among others . Unless the landlord is prepared to agree that the insurance should be in the joint names of the landlord",",_PUN among_PRP others_NN2 ._PUN Unless_CJS the_AT0 landlord_NN1 is_VBZ prepared_AJ0 to_TO0 agree_VVI that_CJT the_AT0 insurance_NN1 should_VM0 be_VBI in_PRP the_AT0 joint_AJ0 names_NN2 of_PRF the_AT0 landlord_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=67,94625173,94625175,agree_that_AT0,2
291,agree_that,91,92,HWD,a yardland or less fare in these circumstances ? Historians agree that the size of this group was certainly much reduced in number,a_AT0 yardland_NN1 or_CJC less_DT0 fare_NN1-VVB in_PRP these_DT0 circumstances_NN2 ?_PUN Historians_NN2 agree_VVB that_CJT the_AT0 size_NN1 of_PRF this_DT0 group_NN1 was_VBD certainly_AV0 much_AV0 reduced_VVN in_PRP number_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=91,89012946,89012948,agree_that_AT0,2
341,agree_to,41,42,JXT,", &lsquo; OK . For Jeff 's sake I 'll agree to help you . &rsquo; &lsquo; For Jeff 's sake ? &rsquo;",",_PUN &lsquo;_PUQ OK_AV0 ._PUN For_PRP Jeff_NP0 's_POS sake_NN1 I_PNP 'll_VM0 agree_VVI to_TO0 help_VVI you_PNP ._PUN &rsquo;_PUQ &lsquo;_PUQ For_PRP Jeff_NP0 's_POS sake_NN1 ?_PUN &rsquo;_PUQ",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=41,97019487,97019489,agree_to_VVI,2
353,agree_to,53,54,FRE,"think I 'll make a good wife , I 'll agree to marry you . But , Mr Boldwood , any woman would","think_VVB I_PNP 'll_VM0 make_VVI a_AT0 good_AJ0 wife_NN1 ,_PUN I_PNP 'll_VM0 agree_VVI to_TO0 marry_VVI you_PNP ._PUN But_CJC ,_PUN Mr_NP0 Boldwood_NP0 ,_PUN any_DT0 woman_NN1 would_VM0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=53,57446341,57446343,agree_to_VVI,2
365,agree_to,65,66,JXT,&rsquo; &lsquo; I did n't say that . I 'll agree to stay when you lift these stupid conditions . &rsquo; Guido shook,&rsquo;_PUQ &lsquo;_PUQ I_PNP did_VDD n't_XX0 say_VVI that_DT0 ._PUN I_PNP 'll_VM0 agree_VVI to_TO0 stay_VVI when_CJS you_PNP lift_VVB these_DT0 stupid_AJ0 conditions_NN2 ._PUN &rsquo;_PUQ Guido_NP0 shook_VVD,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=65,96995611,96995613,agree_to_VVI,2
385,agree_to,85,86,K4W,"sell , the other had to buy them out or agree to sell . A buy-out would be well beyond the means of","sell_VVI ,_PUN the_AT0 other_NN1 had_VHD to_TO0 buy_VVI them_PNP out_AVP or_CJC agree_VVB to_TO0 sell_VVI ._PUN A_AT0 buy-out_NN1 would_VM0 be_VBI well_AJ0 beyond_PRP the_AT0 means_NN0 of_PRF",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=85,101403541,101403543,agree_to_VVI,2
389,agree_to,89,90,JXT,"have forgiven him anything ? &lsquo; I hope you 'll agree to stay on , &rsquo; he was adding . &lsquo; I have","have_VHI forgiven_VVN him_PNP anything_PNI ?_PUN &lsquo;_PUQ I_PNP hope_VVB you_PNP 'll_VM0 agree_VVI to_TO0 stay_VVI on_AVP ,_PUN &rsquo;_PUQ he_PNP was_VBD adding_VVG ._PUN &lsquo;_PUQ I_PNP have_VHB",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=89,97037069,97037071,agree_to_VVI,2
408,come_back,8,9,J8J,"go away , they just go wandering , they 'll come back again at another point . I think there 's something that","go_VVI away_AV0 ,_PUN they_PNP just_AV0 go_VVB wandering_VVG ,_PUN they_PNP 'll_VM0 come_VVI back_AVP again_AV0 at_PRP another_DT0 point_NN1 ._PUN I_PNP think_VVB there_EX0 's_VBZ something_PNI that_CJT",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=8,95161199,95161201,come_back_AV0,2
411,come_back,11,12,CFJ,". I have to go now , but I 'll come back tomorrow . Goodbye , Anabelle ! Goodbye , friend ! &rsquo;","._PUN I_PNP have_VHB to_TO0 go_VVI now_AV0 ,_PUN but_CJC I_PNP 'll_VM0 come_VVI back_AVP tomorrow_AV0 ._PUN Goodbye_ITJ ,_PUN Anabelle_NP0 !_PUN Goodbye_ITJ ,_PUN friend_NN1 !_PUN &rsquo;_PUQ",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=11,32537229,32537231,come_back_AV0,2
462,come_back,62,63,K5M,"astonished cashier told McGregor , an unemployed woodcutter , to come back later &mdash; then called the police . McGregor had admitted forging","astonished_AJ0 cashier_NN1 told_VVD McGregor_NP0 ,_PUN an_AT0 unemployed_AJ0 woodcutter_NN1 ,_PUN to_TO0 come_VVI back_AVP later_AV0 &mdash;_PUN then_AV0 called_VVN-VVD the_AT0 police_NN2 ._PUN McGregor_NP0 had_VHD admitted_VVN forging_VVG",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=62,103356736,103356738,come_back_AV0,2
474,come_back,74,75,H4C,"It was really very hard work and he used to come back absolutely smothered in coal dust , very dirty . So I","It_PNP was_VBD really_AV0 very_AV0 hard_AJ0 work_NN1 and_CJC he_PNP used_VM0 to_TO0 come_VVI back_AVP absolutely_AV0 smothered_VVN-VVD in_PRP coal_NN1 dust_NN1 ,_PUN very_AV0 dirty_AJ0 ._PUN So_AV0 I_PNP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=74,70452632,70452634,come_back_AV0,2
498,come_back,98,99,EVC,"he went too . "" "" Why did n't you come back then ? "" Horatia pulled a face . "" Because something","he_PNP went_VVD too_AV0 ._PUN ""_PUQ ""_PUQ Why_AVQ did_VDD n't_XX0 you_PNP come_VVI back_AVP then_AV0 ?_PUN ""_PUQ Horatia_NP0-NN1 pulled_VVD a_AT0 face_NN1 ._PUN ""_PUQ Because_CJS something_PNI",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=98,49107568,49107570,come_back_AV0,2
500,come_in,0,1,G04,"the only one &hellip; &rsquo; Gesell turned . Mach had come in silently . He stood there , watching them . Ascher went","the_AT0 only_AJ0 one_PNI &hellip;_PUN &rsquo;_PUQ Gesell_NP0-NN1 turned_VVD ._PUN Mach_NN0 had_VHD come_VVN in_PRP-AVP silently_AV0 ._PUN He_PNP stood_VVD there_AV0 ,_PUN watching_VVG them_PNP ._PUN Ascher_NP0-NN1 went_VVD",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=0,60882988,60882990,come_in_AV0,2
524,come_in,24,25,A5Y,"do you not see that if you 're going to come in here asking me questions about my family , if you 're","do_VDB you_PNP not_XX0 see_VVI that_CJT if_CJS you_PNP 're_VBB going_VVG to_TO0 come_VVI in_PRP-AVP here_AV0 asking_VVG me_PNP questions_NN2 about_PRP my_DPS family_NN1 ,_PUN if_CJS you_PNP 're_VBB",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=24,2552073,2552075,come_in_AV0,2
588,come_in,88,89,G1W,the receipt stubs . &lsquo; You said this Mr Lancaster come in yesterday ? &rsquo; Dexter nodded . A few seconds later the,the_AT0 receipt_NN1 stubs_NN2-VVZ ._PUN &lsquo;_PUQ You_PNP said_VVD this_DT0 Mr_NP0 Lancaster_NP0 come_VVB in_AVP-PRP yesterday_AV0 ?_PUN &rsquo;_PUQ Dexter_NP0 nodded_VVD ._PUN A_AT0 few_DT0 seconds_NN2 later_AV0 the_AT0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=88,63055749,63055751,come_in_AV0,2
596,come_in,96,97,EED,off the table &hellip; do n't spit &hellip; do n't come in here with muddy shoes &hellip; turn off the telly and do,off_PRP the_AT0 table_NN1 &hellip;_PUN do_VDB n't_XX0 spit_VVI &hellip;_PUN do_VDB n't_XX0 come_VVI in_PRP-AVP here_AV0 with_PRP muddy_AJ0 shoes_NN2 &hellip;_PUN turn_VVB-NN1 off_AVP-PRP the_AT0 telly_NN1 and_CJC do_VDB,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=96,47140593,47140595,come_in_AV0,2
599,come_in,99,100,J9B,"you be quiet . You can ya , you can come in here later . Did you wish to ? Mm . Thank","you_PNP be_VBI quiet_AJ0 ._PUN You_PNP can_VM0 ya_PNP ,_PUN you_PNP can_VM0 come_VVI in_PRP here_AV0 later_AV0 ._PUN Did_VDD you_PNP wish_VVI to_TO0 ?_PUN Mm_ITJ ._PUN Thank_VVB",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=99,95257716,95257718,come_in_AV0,2
606,come_out,6,7,HGV,in the heavy forest terrain and only by accident had come out again behind the house into the vegetable garden . Although the,in_PRP the_AT0 heavy_AJ0 forest_NN1 terrain_NN1 and_CJC only_AV0 by_PRP accident_NN1 had_VHD come_VVN out_AVP again_AV0 behind_PRP the_AT0 house_NN1 into_PRP the_AT0 vegetable_NN1 garden_NN1 ._PUN Although_CJS the_AT0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=6,76902366,76902368,come_out_AV0,2
641,come_out,41,42,B7D,"false . There are , however , alignments which do come out statistically significant , of which two examples are the Craigearn and","false_AJ0 ._PUN There_EX0 are_VBB ,_PUN however_AV0 ,_PUN alignments_NN2 which_DTQ do_VDB come_VVI out_AVP statistically_AV0 significant_AJ0 ,_PUN of_PRF which_DTQ two_CRD examples_NN2 are_VBB the_AT0 Craigearn_NN1-NP0 and_CJC",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=41,19852013,19852015,come_out_AV0,2
653,come_out,53,54,CR9,"is unspoken , or go accompanied by racial taunts that come out merely in the heat of the moment ? Beside these confusions","is_VBZ unspoken_AJ0 ,_PUN or_CJC go_VVB accompanied_VVN by_PRP racial_AJ0 taunts_NN2 that_CJT come_VVB out_AVP merely_AV0 in_PRP the_AT0 heat_NN1 of_PRF the_AT0 moment_NN1 ?_PUN Beside_PRP these_DT0 confusions_NN2",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=53,40573524,40573526,come_out_AV0,2
683,come_out,83,84,ASV,when Winton dived into a black hole and did n't come out again . Barton had clinched the world title &mdash; his subsequent,when_CJS Winton_NP0 dived_VVD into_PRP a_AT0 black_AJ0 hole_NN1 and_CJC did_VDD n't_XX0 come_VVI out_AVP again_AV0 ._PUN Barton_NP0 had_VHD clinched_VVN the_AT0 world_NN1 title_NN1 &mdash;_PUN his_DPS subsequent_AJ0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=83,15115081,15115083,come_out_AV0,2
695,come_out,95,96,H83,"hampering their growth in art . Similarly , Allison has come out strongly in favour of assessment , as the following demonstrates :","hampering_VVG their_DPS growth_NN1 in_PRP art_NN1 ._PUN Similarly_AV0 ,_PUN Allison_NP0 has_VHZ come_VVN out_AVP strongly_AV0 in_PRP favour_NN1 of_PRF assessment_NN1 ,_PUN as_CJS-PRP the_AT0 following_AJ0 demonstrates_VVZ :_PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=95,71454215,71454217,come_out_AV0,2
726,give_up,26,27,K55,A GUN collector has been ordered by a court to give up the arsenal of weapons he had gathered since he was 16,A_AT0 GUN_NN1 collector_NN1 has_VHZ been_VBN ordered_VVN by_PRP a_AT0 court_NN1 to_TO0 give_VVI up_AVP the_AT0 arsenal_NN1 of_PRF weapons_NN2 he_PNP had_VHD gathered_VVN since_CJS he_PNP was_VBD 16_CRD,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9su&batch=26,102023134,102023136,give_up_AT0,2
747,give_up,47,14,KE2,"Oh I see . Oh . You 'll have to give up hamsters wo n't you , most definitely . Oh you 've","Oh_ITJ I_PNP see_VVB ._PUN Oh_ITJ ._PUN You_PNP 'll_VM0 have_VHI to_TO0 give_VVI up_AVP-PRP hamsters_NN2 wo_VM0 n't_XX0 you_PNP ,_PUN most_AV0 definitely_AV0 ._PUN Oh_ITJ you_PNP 've_VHB",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vr&batch=13,109448802,109448804,give_up_NN2,2
753,give_up,53,20,CDG,"beating irregularly . His doctor told him he had to give up cigarettes and alcohol . Of course , he defied doctor 's","beating_VVG irregularly_AV0 ._PUN His_DPS doctor_NN1 told_VVD him_PNP he_PNP had_VHD to_TO0 give_VVI up_AVP cigarettes_NN2 and_CJC alcohol_NN1 ._PUN Of_PRF course_NN1 ,_PUN he_PNP defied_VVD doctor_NN1 's_POS",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vr&batch=19,30139489,30139491,give_up_NN2,2
785,give_up,85,66,AT4,into hard training . &rsquo; &lsquo; Poor old Seb ! Give up sex and all ? &rsquo; &lsquo; That 's right . &rsquo;,into_PRP hard_AJ0 training_NN1 ._PUN &rsquo;_PUQ &lsquo;_PUQ Poor_AJ0 old_AJ0 Seb_NN1-NP0 !_PUN Give_VVB up_AVP sex_NN1 and_CJC all_DT0 ?_PUN &rsquo;_PUQ &lsquo;_PUQ That_DT0 's_VBZ right_AJ0 ._PUN &rsquo;_PUQ,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vn&batch=65,15350684,15350686,Give_up_NN1,2
795,give_up,95,76,JY9,"&rsquo; Ashley shook her head . &lsquo; Why did you give up Formula One ? &rsquo; she enquired . She hesitated , aware","&rsquo;_PUQ Ashley_NP0 shook_VVD her_DPS head_NN1 ._PUN &lsquo;_PUQ Why_AVQ did_VDD you_PNP give_VVI up_AVP Formula_NN1 One_PNI-CRD ?_PUN &rsquo;_PUQ she_PNP enquired_VVD ._PUN She_PNP hesitated_VVD ,_PUN aware_AJ0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vn&batch=75,97962024,97962026,give_up_NN1,2
816,give_in,16,17,EWA,"properties of each text . For external comparison , we give in the right hand column of the table , a comparable figure","properties_NN2 of_PRF each_DT0 text_NN1 ._PUN For_PRP external_AJ0 comparison_NN1 ,_PUN we_PNP give_VVB in_AVP the_AT0 right_AJ0 hand_NN1 column_NN1 of_PRF the_AT0 table_NN1 ,_PUN a_AT0 comparable_AJ0 figure_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha91&batch=16,49932410,49932412,give_in_AT0,2
821,give_in,21,1,KD0,All I can do is Surrender . Give in . Give in . Er stop We 're giving in . Vic er prisoner,All_DT0 I_PNP can_VM0 do_VDI is_VBZ Surrender_VVB-NN1 ._PUN Give_VVB in_AVP ._PUN Give_VVB in_AVP ._PUN Er_UNC stop_VVB-NN1 We_PNP 're_VBB giving_VVG in_AVP-PRP ._PUN Vic_UNC er_UNC prisoner_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9f&batch=0,108330393,108330395,Give_in_PUN,2
840,give_in,40,20,G07,. I will not give in . I will not give in . I hate God . I hate whatever made this world,._PUN I_PNP will_VM0 not_XX0 give_VVI in_AVP ._PUN I_PNP will_VM0 not_XX0 give_VVI in_AVP ._PUN I_PNP hate_VVB God_NP0-NN1 ._PUN I_PNP hate_VVB whatever_DTQ made_VVD this_DT0 world_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9f&batch=19,61057072,61057074,give_in_PUN,2
855,give_in,55,35,FP0,"OK , she thought , You got me . I give in . But it was n't a game . Even if it","OK_AV0 ,_PUN she_PNP thought_VVD ,_PUN You_PNP got_VVD me_PNP ._PUN I_PNP give_VVB in_AVP ._PUN But_CJC it_PNP was_VBD n't_XX0 a_AT0 game_NN1 ._PUN Even_AV0 if_CJS it_PNP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9f&batch=34,55883768,55883770,give_in_PUN,2
